filepath,class,domain,label,split
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_105.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_106.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_107.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_108.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_109.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_11.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_110.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_111.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_112.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_113.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_114.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_115.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_116.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_117.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_118.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_119.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_12.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_120.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_121.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_122.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_123.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_124.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_125.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_126.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_127.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_128.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_129.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_13.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_130.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_131.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_132.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_133.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_134.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_135.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_136.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_137.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_138.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_139.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_14.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_140.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_141.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_142.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_143.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_144.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_145.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_146.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_147.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_148.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_149.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_15.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_150.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_151.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_152.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_153.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_154.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_155.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_156.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_157.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_158.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_159.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_16.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_160.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_161.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_162.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_163.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_164.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_165.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_166.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_167.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_168.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_169.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_17.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_170.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_171.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_172.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_173.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_174.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_175.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_176.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_177.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_178.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_179.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_18.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_180.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_19.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_2.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_20.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_21.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_22.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_23.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_24.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_25.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_26.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_27.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_28.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_29.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_3.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_30.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_31.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_32.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_33.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_34.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_35.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_36.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_37.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_38.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_39.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_4.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_40.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_41.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_42.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_43.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_44.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_45.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_46.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_47.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_48.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_49.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_5.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_50.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_51.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_52.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_53.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_54.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_55.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_56.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_57.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_58.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_59.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_6.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_60.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_61.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_62.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_63.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_64.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_65.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_66.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_67.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_68.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_69.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_7.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_70.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_71.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_72.jpg,northern_blight,plantdoc,1,test
/kaggle/input/datasets/nirmalsankalana/plantdoc-dataset/train/Corn_leaf_blight/train_Corn leaf blight_73.jpg,northern_blight,plantdoc,1,test
